Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2019-08-24;Parma;0–1;Juventus;Relatório da Partida;2019;0;1
2019-08-24;Fiorentina;3–4;Napoli;Relatório da Partida;2019;3;4
2019-08-25;Udinese;1–0;Milan;Relatório da Partida;2019;1;0
2019-08-25;SPAL;2–3;Atalanta;Relatório da Partida;2019;2;3
2019-08-25;Roma;3–3;Genoa;Relatório da Partida;2019;3;3
2019-08-25;Torino;2–1;Sassuolo;Relatório da Partida;2019;2;1
2019-08-25;Hellas Verona;1–1;Bologna;Relatório da Partida;2019;1;1
2019-08-25;Sampdoria;0–3;Lazio;Relatório da Partida;2019;0;3
2019-08-25;Cagliari;0–1;Brescia;Relatório da Partida;2019;0;1
2019-08-26;Inter;4–0;Lecce;Relatório da Partida;2019;4;0
2019-08-30;Bologna;1–0;SPAL;Relatório da Partida;2019;1;0
2019-08-31;Milan;1–0;Brescia;Relatório da Partida;2019;1;0
2019-08-31;Juventus;4–3;Napoli;Relatório da Partida;2019;4;3
2019-09-01;Lazio;1–1;Roma;Relatório da Partida;2019;1;1
2019-09-01;Sassuolo;4–1;Sampdoria;Relatório da Partida;2019;4;1
2019-09-01;Udinese;1–3;Parma;Relatório da Partida;2019;1;3
2019-09-01;Genoa;2–1;Fiorentina;Relatório da Partida;2019;2;1
2019-09-01;Cagliari;1–2;Inter;Relatório da Partida;2019;1;2
2019-09-01;Lecce;0–1;Hellas Verona;Relatório da Partida;2019;0;1
2019-09-01;Atalanta;2–3;Torino;Relatório da Partida;2019;2;3
2019-09-14;Fiorentina;0–0;Juventus;Relatório da Partida;2019;0;0
2019-09-14;Napoli;2–0;Sampdoria;Relatório da Partida;2019;2;0
2019-09-14;Inter;1–0;Udinese;Relatório da Partida;2019;1;0
2019-09-15;Genoa;1–2;Atalanta;Relatório da Partida;2019;1;2
2019-09-15;Brescia;3–4;Bologna;Relatório da Partida;2019;3;4
2019-09-15;SPAL;2–1;Lazio;Relatório da Partida;2019;2;1
2019-09-15;Parma;1–3;Cagliari;Relatório da Partida;2019;1;3
2019-09-15;Roma;4–2;Sassuolo;Relatório da Partida;2019;4;2
2019-09-15;Hellas Verona;0–1;Milan;Relatório da Partida;2019;0;1
2019-09-16;Torino;1–2;Lecce;Relatório da Partida;2019;1;2
2019-09-20;Cagliari;3–1;Genoa;Relatório da Partida;2019;3;1
2019-09-21;Udinese;0–1;Brescia;Relatório da Partida;2019;0;1
2019-09-21;Juventus;2–1;Hellas Verona;Relatório da Partida;2019;2;1
2019-09-21;Milan;0–2;Inter;Relatório da Partida;2019;0;2
2019-09-22;Sassuolo;3–0;SPAL;Relatório da Partida;2019;3;0
2019-09-22;Bologna;1–2;Roma;Relatório da Partida;2019;1;2
2019-09-22;Sampdoria;1–0;Torino;Relatório da Partida;2019;1;0
2019-09-22;Lecce;1–4;Napoli;Relatório da Partida;2019;1;4
2019-09-22;Atalanta;2–2;Fiorentina;Relatório da Partida;2019;2;2
2019-09-22;Lazio;2–0;Parma;Relatório da Partida;2019;2;0
2019-09-24;Hellas Verona;0–0;Udinese;Relatório da Partida;2019;0;0
2019-09-24;Brescia;1–2;Juventus;Relatório da Partida;2019;1;2
2019-09-25;Roma;0–2;Atalanta;Relatório da Partida;2019;0;2
2019-09-25;Fiorentina;2–1;Sampdoria;Relatório da Partida;2019;2;1
2019-09-25;Napoli;0–1;Cagliari;Relatório da Partida;2019;0;1
2019-09-25;Genoa;0–0;Bologna;Relatório da Partida;2019;0;0
2019-09-25;Inter;1–0;Lazio;Relatório da Partida;2019;1;0
2019-09-25;SPAL;1–3;Lecce;Relatório da Partida;2019;1;3
2019-09-25;Parma;1–0;Sassuolo;Relatório da Partida;2019;1;0
2019-09-26;Torino;2–1;Milan;Relatório da Partida;2019;2;1
2019-09-28;Juventus;2–0;SPAL;Relatório da Partida;2019;2;0
2019-09-28;Sampdoria;1–3;Inter;Relatório da Partida;2019;1;3
2019-09-28;Sassuolo;1–4;Atalanta;Relatório da Partida;2019;1;4
2019-09-29;Napoli;2–1;Brescia;Relatório da Partida;2019;2;1
2019-09-29;Udinese;1–0;Bologna;Relatório da Partida;2019;1;0
2019-09-29;Lecce;0–1;Roma;Relatório da Partida;2019;0;1
2019-09-29;Lazio;4–0;Genoa;Relatório da Partida;2019;4;0
2019-09-29;Cagliari;1–1;Hellas Verona;Relatório da Partida;2019;1;1
2019-09-29;Milan;1–3;Fiorentina;Relatório da Partida;2019;1;3
2019-09-30;Parma;3–2;Torino;Relatório da Partida;2019;3;2
2019-10-05;SPAL;1–0;Parma;Relatório da Partida;2019;1;0
2019-10-05;Hellas Verona;2–0;Sampdoria;Relatório da Partida;2019;2;0
2019-10-05;Genoa;1–2;Milan;Relatório da Partida;2019;1;2
2019-10-06;Fiorentina;1–0;Udinese;Relatório da Partida;2019;1;0
2019-10-06;Bologna;2–2;Lazio;Relatório da Partida;2019;2;2
2019-10-06;Roma;1–1;Cagliari;Relatório da Partida;2019;1;1
2019-10-06;Atalanta;3–1;Lecce;Relatório da Partida;2019;3;1
2019-10-06;Torino;0–0;Napoli;Relatório da Partida;2019;0;0
2019-10-06;Inter;1–2;Juventus;Relatório da Partida;2019;1;2
2019-10-19;Lazio;3–3;Atalanta;Relatório da Partida;2019;3;3
2019-10-19;Napoli;2–0;Hellas Verona;Relatório da Partida;2019;2;0
2019-10-19;Juventus;2–1;Bologna;Relatório da Partida;2019;2;1
2019-10-20;Sassuolo;3–4;Inter;Relatório da Partida;2019;3;4
2019-10-20;Udinese;1–0;Torino;Relatório da Partida;2019;1;0
2019-10-20;Cagliari;2–0;SPAL;Relatório da Partida;2019;2;0
2019-10-20;Sampdoria;0–0;Roma;Relatório da Partida;2019;0;0
2019-10-20;Parma;5–1;Genoa;Relatório da Partida;2019;5;1
2019-10-20;Milan;2–2;Lecce;Relatório da Partida;2019;2;2
2019-10-21;Brescia;0–0;Fiorentina;Relatório da Partida;2019;0;0
2019-10-25;Hellas Verona;0–1;Sassuolo;Relatório da Partida;2019;0;1
2019-10-26;Lecce;1–1;Juventus;Relatório da Partida;2019;1;1
2019-10-26;Inter;2–2;Parma;Relatório da Partida;2019;2;2
2019-10-26;Genoa;3–1;Brescia;Relatório da Partida;2019;3;1
2019-10-27;Bologna;2–1;Sampdoria;Relatório da Partida;2019;2;1
2019-10-27;SPAL;1–1;Napoli;Relatório da Partida;2019;1;1
2019-10-27;Atalanta;7–1;Udinese;Relatório da Partida;2019;7;1
2019-10-27;Torino;1–1;Cagliari;Relatório da Partida;2019;1;1
2019-10-27;Roma;2–1;Milan;Relatório da Partida;2019;2;1
2019-10-27;Fiorentina;1–2;Lazio;Relatório da Partida;2019;1;2
2019-10-29;Parma;0–1;Hellas Verona;Relatório da Partida;2019;0;1
2019-10-29;Brescia;1–2;Inter;Relatório da Partida;2019;1;2
2019-10-30;Napoli;2–2;Atalanta;Relatório da Partida;2019;2;2
2019-10-30;Juventus;2–1;Genoa;Relatório da Partida;2019;2;1
2019-10-30;Lazio;4–0;Torino;Relatório da Partida;2019;4;0
2019-10-30;Sassuolo;1–2;Fiorentina;Relatório da Partida;2019;1;2
2019-10-30;Udinese;0–4;Roma;Relatório da Partida;2019;0;4
2019-10-30;Sampdoria;1–1;Lecce;Relatório da Partida;2019;1;1
2019-10-30;Cagliari;3–2;Bologna;Relatório da Partida;2019;3;2
2019-10-31;Milan;1–0;SPAL;Relatório da Partida;2019;1;0
2019-11-02;Roma;2–1;Napoli;Relatório da Partida;2019;2;1
2019-11-02;Bologna;1–2;Inter;Relatório da Partida;2019;1;2
2019-11-02;Torino;0–1;Juventus;Relatório da Partida;2019;0;1
2019-11-03;Atalanta;0–2;Cagliari;Relatório da Partida;2019;0;2
2019-11-03;Hellas Verona;2–1;Brescia;Relatório da Partida;2019;2;1
2019-11-03;Genoa;1–3;Udinese;Relatório da Partida;2019;1;3
2019-11-03;Lecce;2–2;Sassuolo;Relatório da Partida;2019;2;2
2019-11-03;Fiorentina;1–1;Parma;Relatório da Partida;2019;1;1
2019-11-03;Milan;1–2;Lazio;Relatório da Partida;2019;1;2
2019-11-04;SPAL;0–1;Sampdoria;Relatório da Partida;2019;0;1
2019-11-08;Sassuolo;3–1;Bologna;Relatório da Partida;2019;3;1
2019-11-09;Brescia;0–4;Torino;Relatório da Partida;2019;0;4
2019-11-09;Inter;2–1;Hellas Verona;Relatório da Partida;2019;2;1
2019-11-09;Napoli;0–0;Genoa;Relatório da Partida;2019;0;0
2019-11-10;Cagliari;5–2;Fiorentina;Relatório da Partida;2019;5;2
2019-11-10;Udinese;0–0;SPAL;Relatório da Partida;2019;0;0
2019-11-10;Sampdoria;0–0;Atalanta;Relatório da Partida;2019;0;0
2019-11-10;Lazio;4–2;Lecce;Relatório da Partida;2019;4;2
2019-11-10;Parma;2–0;Roma;Relatório da Partida;2019;2;0
2019-11-10;Juventus;1–0;Milan;Relatório da Partida;2019;1;0
2019-11-23;Atalanta;1–3;Juventus;Relatório da Partida;2019;1;3
2019-11-23;Milan;1–1;Napoli;Relatório da Partida;2019;1;1
2019-11-23;Torino;0–3;Inter;Relatório da Partida;2019;0;3
2019-11-24;Bologna;2–2;Parma;Relatório da Partida;2019;2;2
2019-11-24;Hellas Verona;1–0;Fiorentina;Relatório da Partida;2019;1;0
2019-11-24;Sassuolo;1–2;Lazio;Relatório da Partida;2019;1;2
2019-11-24;Roma;3–0;Brescia;Relatório da Partida;2019;3;0
2019-11-24;Sampdoria;2–1;Udinese;Relatório da Partida;2019;2;1
