Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2008-08-30;Sampdoria;1–1;Inter;Relatório da Partida;2008;1;1
2008-08-30;Udinese;3–1;Palermo;Relatório da Partida;2008;3;1
2008-08-31;Torino;3–0;Lecce;Relatório da Partida;2008;3;0
2008-08-31;Catania;1–0;Genoa;Relatório da Partida;2008;1;0
2008-08-31;Atalanta;1–0;Siena;Relatório da Partida;2008;1;0
2008-08-31;Roma;1–1;Napoli;Relatório da Partida;2008;1;1
2008-08-31;Chievo;2–1;Reggina;Relatório da Partida;2008;2;1
2008-08-31;Milan;1–2;Bologna;Relatório da Partida;2008;1;2
2008-08-31;Fiorentina;1–1;Juventus;Relatório da Partida;2008;1;1
2008-08-31;Cagliari;1–4;Lazio;Relatório da Partida;2008;1;4
2008-09-13;Palermo;3–1;Roma;Relatório da Partida;2008;3;1
2008-09-13;Inter;2–1;Catania;Relatório da Partida;2008;2;1
2008-09-14;Juventus;1–0;Udinese;Relatório da Partida;2008;1;0
2008-09-14;Lecce;2–0;Chievo;Relatório da Partida;2008;2;0
2008-09-14;Siena;2–0;Cagliari;Relatório da Partida;2008;2;0
2008-09-14;Napoli;2–1;Fiorentina;Relatório da Partida;2008;2;1
2008-09-14;Bologna;0–1;Atalanta;Relatório da Partida;2008;0;1
2008-09-14;Reggina;1–1;Torino;Relatório da Partida;2008;1;1
2008-09-14;Lazio;2–0;Sampdoria;Relatório da Partida;2008;2;0
2008-09-14;Genoa;2–0;Milan;Relatório da Partida;2008;2;0
2008-09-20;Roma;3–0;Reggina;Relatório da Partida;2008;3;0
2008-09-20;Catania;1–0;Atalanta;Relatório da Partida;2008;1;0
2008-09-21;Udinese;0–0;Napoli;Relatório da Partida;2008;0;0
2008-09-21;Milan;4–1;Lazio;Relatório da Partida;2008;4;1
2008-09-21;Lecce;1–1;Siena;Relatório da Partida;2008;1;1
2008-09-21;Sampdoria;1–1;Chievo;Relatório da Partida;2008;1;1
2008-09-21;Torino;1–3;Inter;Relatório da Partida;2008;1;3
2008-09-21;Palermo;2–1;Genoa;Relatório da Partida;2008;2;1
2008-09-21;Cagliari;0–1;Juventus;Relatório da Partida;2008;0;1
2008-09-21;Fiorentina;1–0;Bologna;Relatório da Partida;2008;1;0
2008-09-24;Reggina;1–2;Milan;Relatório da Partida;2008;1;2
2008-09-24;Atalanta;1–0;Cagliari;Relatório da Partida;2008;1;0
2008-09-24;Bologna;0–3;Udinese;Relatório da Partida;2008;0;3
2008-09-24;Napoli;2–1;Palermo;Relatório da Partida;2008;2;1
2008-09-24;Siena;0–0;Sampdoria;Relatório da Partida;2008;0;0
2008-09-24;Juventus;1–1;Catania;Relatório da Partida;2008;1;1
2008-09-24;Lazio;3–0;Fiorentina;Relatório da Partida;2008;3;0
2008-09-24;Chievo;1–1;Torino;Relatório da Partida;2008;1;1
2008-09-24;Genoa;3–1;Roma;Relatório da Partida;2008;3;1
2008-09-24;Inter;1–0;Lecce;Relatório da Partida;2008;1;0
2008-09-27;Sampdoria;0–0;Juventus;Relatório da Partida;2008;0;0
2008-09-27;Fiorentina;1–0;Genoa;Relatório da Partida;2008;1;0
2008-09-28;Bologna;0–1;Napoli;Relatório da Partida;2008;0;1
2008-09-28;Catania;1–0;Chievo;Relatório da Partida;2008;1;0
2008-09-28;Roma;2–0;Atalanta;Relatório da Partida;2008;2;0
2008-09-28;Udinese;2–1;Siena;Relatório da Partida;2008;2;1
2008-09-28;Milan;1–0;Inter;Relatório da Partida;2008;1;0
2008-09-28;Torino;1–3;Lazio;Relatório da Partida;2008;1;3
