;datetime;home_team;away_team;home_goal;away_goal;season;stage
782;2019-03-12 21:30:00;Sporting Cristal;Godoy Cruz;1;1;2019;group stage
783;2019-04-03 19:15:00;Universidad de Concepción;Godoy Cruz;0;0;2019;group stage
784;2019-04-04 23:00:00;Sporting Cristal;Olimpia-PAR;0;3;2019;group stage
785;2019-04-09 19:15:00;Olimpia-PAR;Godoy Cruz;2;1;2019;group stage
786;2019-04-10 19:15:00;Sporting Cristal;Universidad de Concepción;2;0;2019;group stage
787;2019-04-23 19:15:00;Universidad de Concepción;Olimpia-PAR;3;3;2019;group stage
788;2019-04-23 21:30:00;Godoy Cruz;Sporting Cristal;2;0;2019;group stage
789;2019-05-09 19:15:00;Godoy Cruz;Universidad de Concepción;1;0;2019;group stage
790;2019-05-09 19:15:00;Olimpia-PAR;Sporting Cristal;0;1;2019;group stage
791;2019-03-05 19:15:00;San José;Flamengo;0;1;2019;group stage
792;2019-03-07 21:00:00;LDU;Peñarol;2;0;2019;group stage
793;2019-03-13 21:30:00;Flamengo;LDU;3;1;2019;group stage
794;2019-03-14 19:00:00;Peñarol;San José;4;0;2019;group stage
795;2019-04-02 19:15:00;San José;LDU;3;3;2019;group stage
796;2019-04-03 21:30:00;Flamengo;Peñarol;0;1;2019;group stage
797;2019-04-09 21:30:00;Peñarol;LDU;1;0;2019;group stage
798;2019-04-11 21:00:00;Flamengo;San José;6;1;2019;group stage
799;2019-04-24 21:30:00;San José;Peñarol;3;1;2019;group stage
800;2019-04-24 21:30:00;LDU;Flamengo;2;1;2019;group stage
801;2019-05-08 21:30:00;LDU;San José;4;0;2019;group stage
802;2019-05-08 21:30:00;Peñarol;Flamengo;0;0;2019;group stage
803;2019-03-06 19:15:00;Atlético-MG;Cerro Porteño;0;1;2019;group stage
804;2019-03-06 21:30:00;Zamora;Nacional (URU);0;1;2019;group stage
805;2019-03-12 21:30:00;Nacional (URU);Atlético-MG;1;0;2019;group stage
806;2019-03-13 19:15:00;Cerro Porteño;Zamora;2;1;2019;group stage
807;2019-04-02 19:15:00;Cerro Porteño;Nacional (URU);1;0;2019;group stage
808;2019-04-03 19:15:00;Atlético-MG;Zamora;3;2;2019;group stage
809;2019-04-10 19:15:00;Nacional (URU);Zamora;1;0;2019;group stage
810;2019-04-10 19:15:00;Cerro Porteño;Atlético-MG;4;1;2019;group stage
811;2019-04-23 21:30:00;Atlético-MG;Nacional (URU);0;1;2019;group stage
812;2019-04-25 17:00:00;Zamora;Cerro Porteño;2;1;2019;group stage
813;2019-05-07 19:15:00;Zamora;Atlético-MG;1;2;2019;group stage
814;2019-05-07 19:15:00;Nacional (URU);Cerro Porteño;1;1;2019;group stage
815;2019-03-05 19:15:00;Melgar;San Lorenzo;0;0;2019;group stage
816;2019-03-06 21:30:00;Junior de Barranquilla;Palmeiras;0;2;2019;group stage
817;2019-03-12 19:15:00;Palmeiras;Melgar;3;0;2019;group stage
818;2019-03-13 19:15:00;San Lorenzo;Junior de Barranquilla;1;0;2019;group stage
819;2019-04-02 19:15:00;San Lorenzo;Palmeiras;1;0;2019;group stage
820;2019-04-02 21:30:00;Melgar;Junior de Barranquilla;1;0;2019;group stage
821;2019-04-09 21:30:00;San Lorenzo;Melgar;2;0;2019;group stage
822;2019-04-10 21:30:00;Palmeiras;Junior de Barranquilla;3;0;2019;group stage
823;2019-04-25 21:00:00;Junior de Barranquilla;San Lorenzo;1;0;2019;group stage
824;2019-04-25 23:00:00;Melgar;Palmeiras;0;4;2019;group stage
825;2019-05-08 21:30:00;Junior de Barranquilla;Melgar;0;1;2019;group stage
826;2019-05-08 21:30:00;Palmeiras;San Lorenzo;1;0;2019;group stage
827;2019-03-05 21:30:00;Jorge Wilstermann;Boca Juniors;0;0;2019;group stage
828;2019-03-05 21:30:00;Deportes Tolima;Athletico;1;0;2019;group stage
829;2019-03-12 19:15:00;Boca Juniors;Deportes Tolima;3;0;2019;group stage
830;2019-03-14 21:00:00;Athletico;Jorge Wilstermann;4;0;2019;group stage
831;2019-04-02 21:30:00;Athletico;Boca Juniors;3;0;2019;group stage
832;2019-04-03 21:30:00;Deportes Tolima;Jorge Wilstermann;2;2;2019;group stage
833;2019-04-09 19:15:00;Athletico;Deportes Tolima;1;0;2019;group stage
834;2019-04-10 21:30:00;Boca Juniors;Jorge Wilstermann;4;0;2019;group stage
835;2019-04-24 19:15:00;Jorge Wilstermann;Athletico;3;2;2019;group stage
836;2019-04-24 21:30:00;Deportes Tolima;Boca Juniors;2;2;2019;group stage
837;2019-05-09 21:30:00;Boca Juniors;Athletico;2;1;2019;group stage
838;2019-05-09 21:30:00;Jorge Wilstermann;Deportes Tolima;0;2;2019;group stage
839;2019-03-05 21:30:00;Libertad;Universidad Católica;4;1;2019;group stage
840;2019-03-06 21:30:00;Rosario Central;Grêmio;1;1;2019;group stage
841;2019-03-12 21:30:00;Grêmio;Libertad;0;1;2019;group stage
842;2019-03-13 21:30:00;Universidad Católica;Rosario Central;2;1;2019;group stage
843;2019-04-04 19:00:00;Universidad Católica;Grêmio;1;0;2019;group stage
844;2019-04-04 22:00:00;Libertad;Rosario Central;2;0;2019;group stage
845;2019-04-10 21:30:00;Grêmio;Rosario Central;3;1;2019;group stage
846;2019-04-10 21:30:00;Universidad Católica;Libertad;2;3;2019;group stage
847;2019-04-23 19:15:00;Libertad;Grêmio;0;2;2019;group stage
848;2019-04-24 19:15:00;Rosario Central;Universidad Católica;1;1;2019;group stage
849;2019-05-08 19:15:00;Rosario Central;Libertad;2;1;2019;group stage
850;2019-05-08 19:15:00;Grêmio;Universidad Católica;2;0;2019;group stage
851;2019-07-23 19:15:00;River Plate;Cruzeiro;0;0;2019;round of 16
852;2019-07-30 19:15:00;Cruzeiro;River Plate;0;0;2019;round of 16
853;2019-07-24 19:15:00;San Lorenzo;Cerro Porteño;0;0;2019;round of 16
854;2019-07-31 19:15:00;Cerro Porteño;San Lorenzo;2;1;2019;round of 16
855;2019-07-23 21:30:00;LDU;Olimpia-PAR;3;1;2019;round of 16
856;2019-07-30 21:30:00;Olimpia-PAR;LDU;1;1;2019;round of 16
857;2019-07-24 21:30:00;Athletico;Boca Juniors;0;1;2019;round of 16
858;2019-07-31 21:30:00;Boca Juniors;Athletico;2;0;2019;round of 16
859;2019-07-23 21:30:00;Godoy Cruz;Palmeiras;2;2;2019;round of 16
860;2019-07-30 21:30:00;Palmeiras;Godoy Cruz;4;0;2019;round of 16
861;2019-07-25 21:30:00;Grêmio;Libertad;2;0;2019;round of 16
862;2019-08-01 21:30:00;Libertad;Grêmio;0;3;2019;round of 16
863;2019-07-24 21:30:00;Emelec;Flamengo;2;0;2019;round of 16
864;2019-07-31 21:30:00;Flamengo;Emelec;2;0;2019;round of 16
865;2019-07-24 19:15:00;Nacional (URU);Internacional;0;1;2019;round of 16
866;2019-07-31 19:15:00;Internacional;Nacional (URU);2;0;2019;round of 16
867;2019-08-22 19:15:00;River Plate;Cerro Porteño;2;0;2019;quarterfinals
868;2019-08-29 19:15:00;Cerro Porteño;River Plate;1;1;2019;quarterfinals
869;2019-08-21 19:15:00;LDU;Boca Juniors;0;3;2019;quarterfinals
870;2019-08-28 19:15:00;Boca Juniors;LDU;0;0;2019;quarterfinals
871;2019-08-20 21:30:00;Grêmio;Palmeiras;0;1;2019;quarterfinals
872;2019-08-27 21:30:00;Palmeiras;Grêmio;1;2;2019;quarterfinals
873;2019-08-21 21:30:00;Flamengo;Internacional;2;0;2019;quarterfinals
874;2019-08-28 21:30:00;Internacional;Flamengo;1;1;2019;quarterfinals
875;2019-10-01 21:30:00;River Plate;Boca Juniors;2;0;2019;semifinals
876;2019-10-22 21:30:00;Boca Juniors;River Plate;1;0;2019;semifinals
877;2019-10-02 21:30:00;Grêmio;Flamengo;1;1;2019;semifinals
878;2019-10-23 21:30:00;Flamengo;Grêmio;5;0;2019;semifinals
879;2019-11-23 17:00:00;Flamengo;River Plate;2;1;2019;final
880;2020-03-04 19:15:00;Barcelona-EQU;Independiente del Valle;0;3;2020;group stage
881;2020-03-04 21:30:00;Junior de Barranquilla;Flamengo;1;2;2020;group stage
882;2020-03-11 21:30:00;Flamengo;Barcelona-EQU;3;0;2020;group stage
883;2020-03-11 21:30:00;Independiente del Valle;Junior de Barranquilla;3;0;2020;group stage
884;2020-09-17 21:00:00;Independiente del Valle;Flamengo;5;0;2020;group stage
885;2020-09-17 23:00:00;Barcelona-EQU;Junior de Barranquilla;1;2;2020;group stage
886;2020-09-22 19:15:00;Barcelona-EQU;Flamengo;1;2;2020;group stage
887;2020-09-22 21:30:00;Junior de Barranquilla;Independiente del Valle;4;1;2020;group stage
888;2020-09-30 21:30:00;Junior de Barranquilla;Barcelona-EQU;0;2;2020;group stage
889;2020-09-30 21:30:00;Flamengo;Independiente del Valle;4;0;2020;group stage
890;2020-10-21 21:30:00;Independiente del Valle;Barcelona-EQU;2;0;2020;group stage
891;2020-10-21 21:30:00;Flamengo;Junior de Barranquilla;3;1;2020;group stage
892;2020-03-04 19:15:00;Tigre;Palmeiras;0;2;2020;group stage
893;2020-03-04 21:30:00;Guaraní-PAR;Bolívar;2;0;2020;group stage
894;2020-03-10 19:15:00;Bolívar;Tigre;2;0;2020;group stage
895;2020-03-10 21:30:00;Palmeiras;Guaraní-PAR;3;1;2020;group stage
896;2020-09-16 21:30:00;Bolívar;Palmeiras;1;2;2020;group stage
897;2020-09-17 23:00:00;Guaraní-PAR;Tigre;4;1;2020;group stage
898;2020-09-22 19:15:00;Tigre;Bolívar;1;1;2020;group stage
899;2020-09-23 21:30:00;Guaraní-PAR;Palmeiras;0;0;2020;group stage
900;2020-09-30 19:15:00;Palmeiras;Bolívar;5;0;2020;group stage
901;2020-10-01 21:00:00;Tigre;Guaraní-PAR;1;3;2020;group stage
902;2020-10-21 21:30:00;Bolívar;Guaraní-PAR;2;3;2020;group stage
903;2020-10-21 21:30:00;Palmeiras;Tigre;5;0;2020;group stage
904;2020-03-03 21:30:00;Athletico;Peñarol;1;0;2020;group stage
905;2020-03-04 19:15:00;Jorge Wilstermann;Colo-Colo;2;0;2020;group stage
906;2020-03-11 19:15:00;Peñarol;Jorge Wilstermann;1;0;2020;group stage
907;2020-03-11 19:15:00;Colo-Colo;Athletico;1;0;2020;group stage
908;2020-09-15 19:15:00;Jorge Wilstermann;Athletico;2;3;2020;group stage
909;2020-09-15 19:15:00;Colo-Colo;Peñarol;2;1;2020;group stage
910;2020-09-23 19:15:00;Athletico;Colo-Colo;2;0;2020;group stage
911;2020-09-24 19:00:00;Jorge Wilstermann;Peñarol;3;1;2020;group stage
912;2020-09-29 19:15:00;Peñarol;Colo-Colo;3;0;2020;group stage
913;2020-09-29 21:30:00;Athletico;Jorge Wilstermann;0;0;2020;group stage
914;2020-10-20 21:30:00;Peñarol;Athletico;3;2;2020;group stage
915;2020-10-20 21:30:00;Colo-Colo;Jorge Wilstermann;0;1;2020;group stage
916;2020-03-04 21:30:00;LDU;River Plate;3;0;2020;group stage
917;2020-03-05 21:00:00;Binacional;São Paulo;2;1;2020;group stage
918;2020-03-11 19:15:00;River Plate;Binacional;8;0;2020;group stage
919;2020-03-11 21:30:00;São Paulo;LDU;3;0;2020;group stage
920;2020-09-15 21:30:00;Binacional;LDU;0;1;2020;group stage
921;2020-09-17 19:00:00;São Paulo;River Plate;2;2;2020;group stage
922;2020-09-22 21:30:00;LDU;São Paulo;4;2;2020;group stage
923;2020-09-22 21:30:00;Binacional;River Plate;0;6;2020;group stage
924;2020-09-29 21:30:00;LDU;Binacional;4;0;2020;group stage
925;2020-09-30 21:30:00;River Plate;São Paulo;2;1;2020;group stage
926;2020-10-20 21:30:00;River Plate;LDU;3;0;2020;group stage
927;2020-10-20 21:30:00;São Paulo;Binacional;5;1;2020;group stage
928;2020-03-03 19:15:00;Internacional;Universidad Católica;3;0;2020;group stage
929;2020-03-03 21:30:00;América de Cali;Grêmio;0;2;2020;group stage
930;2020-03-10 19:15:00;Universidad Católica;América de Cali;1;2;2020;group stage
931;2020-03-12 21:00:00;Grêmio;Internacional;0;0;2020;group stage
932;2020-09-16 19:15:00;Internacional;América de Cali;4;3;2020;group stage
933;2020-09-16 21:30:00;Universidad Católica;Grêmio;2;0;2020;group stage
934;2020-09-23 21:30:00;América de Cali;Universidad Católica;1;1;2020;group stage
935;2020-09-23 21:30:00;Internacional;Grêmio;0;1;2020;group stage
936;2020-09-29 19:15:00;Grêmio;Universidad Católica;2;0;2020;group stage
937;2020-09-29 21:30:00;América de Cali;Internacional;0;0;2020;group stage
938;2020-10-22 21:30:00;Universidad Católica;Internacional;2;1;2020;group stage
939;2020-10-22 21:30:00;Grêmio;América de Cali;1;1;2020;group stage
940;2020-03-05 19:00:00;Estudiantes de Mérida;Racing Club;1;2;2020;group stage
941;2020-03-05 23:00:00;Alianza Lima;Nacional-URU;0;1;2020;group stage
942;2020-03-12 19:00:00;Nacional-URU;Estudiantes de Mérida;1;0;2020;group stage
943;2020-03-12 21:00:00;Racing Club;Alianza Lima;1;0;2020;group stage
944;2020-09-16 19:15:00;Estudiantes de Mérida;Alianza Lima;3;2;2020;group stage
945;2020-09-17 17:00:00;Racing Club;Nacional-URU;0;1;2020;group stage
946;2020-09-22 19:15:00;Estudiantes de Mérida;Nacional-URU;1;3;2020;group stage
947;2020-09-23 21:30:00;Alianza Lima;Racing Club;0;2;2020;group stage
948;2020-09-30 19:15:00;Nacional-URU;Racing Club;1;2;2020;group stage
949;2020-09-30 21:30:00;Alianza Lima;Estudiantes de Mérida;2;2;2020;group stage
950;2020-10-21 19:15:00;Nacional-URU;Alianza Lima;2;0;2020;group stage
951;2020-10-21 19:15:00;Racing Club;Estudiantes de Mérida;2;1;2020;group stage
952;2020-03-03 19:15:00;Defensa y Justicia;Santos;1;2;2020;group stage
953;2020-03-04 21:30:00;Delfín;Olimpia-PAR;1;1;2020;group stage
954;2020-03-10 19:15:00;Santos;Delfín;1;0;2020;group stage
955;2020-03-11 21:30:00;Olimpia-PAR;Defensa y Justicia;2;1;2020;group stage
956;2020-09-15 21:30:00;Santos;Olimpia-PAR;0;0;2020;group stage
957;2020-09-17 19:00:00;Defensa y Justicia;Delfín;3;0;2020;group stage
958;2020-09-23 19:15:00;Defensa y Justicia;Olimpia-PAR;2;1;2020;group stage
959;2020-09-24 23:00:00;Delfín;Santos;1;2;2020;group stage
960;2020-10-01 19:00:00;Olimpia-PAR;Santos;2;3;2020;group stage
961;2020-10-01 23:00:00;Delfín;Defensa y Justicia;3;0;2020;group stage
962;2020-10-20 19:15:00;Olimpia-PAR;Delfín;0;1;2020;group stage
963;2020-10-20 19:15:00;Santos;Defensa y Justicia;2;1;2020;group stage
964;2020-03-03 21:30:00;Independiente Medellín;Libertad-PAR;1;2;2020;group stage
965;2020-03-03 21:30:00;Caracas;Boca Juniors;1;1;2020;group stage
966;2020-03-10 21:30:00;Boca Juniors;Independiente Medellín;3;0;2020;group stage
967;2020-03-10 21:30:00;Libertad-PAR;Caracas;3;2;2020;group stage
968;2020-09-16 21:30:00;Independiente Medellín;Caracas;2;3;2020;group stage
969;2020-09-17 21:00:00;Libertad-PAR;Boca Juniors;0;2;2020;group stage
970;2020-09-23 19:15:00;Caracas;Libertad-PAR;2;1;2020;group stage
971;2020-09-24 21:00:00;Independiente Medellín;Boca Juniors;0;1;2020;group stage
972;2020-09-29 21:30:00;Boca Juniors;Libertad-PAR;0;0;2020;group stage
973;2020-09-30 19:15:00;Caracas;Independiente Medellín;0;2;2020;group stage
974;2020-10-22 21:30:00;Libertad-PAR;Independiente Medellín;2;4;2020;group stage
975;2020-10-22 21:30:00;Boca Juniors;Caracas;3;0;2020;group stage
976;2020-11-26 21:30:00;Guaraní-PAR;Grêmio;0;2;2020;round of 16
977;2020-12-03 21:30:00;Grêmio;Guaraní-PAR;2;0;2020;round of 16
978;2020-11-24 19:15:00;LDU;Santos;1;2;2020;round of 16
979;2020-12-01 19:15:00;Santos;LDU;0;1;2020;round of 16
980;2020-11-24 21:30:00;Racing Club;Flamengo;1;1;2020;round of 16
981;2020-12-01 21:30:00;Flamengo;Racing Club;1;1;2020;round of 16
982;2020-12-02 21:30:00;Internacional;Boca Juniors;0;1;2020;round of 16
983;2020-12-09 21:30:00;Boca Juniors;Internacional;0;1;2020;round of 16
984;2020-11-25 19:15:00;Independiente del Valle;Nacional-URU;0;0;2020;round of 16
985;2020-12-02 19:15:00;Nacional-URU;Independiente del Valle;0;0;2020;round of 16
986;2020-11-24 19:15:00;Athletico;River Plate;1;1;2020;round of 16
987;2020-12-01 19:15:00;River Plate;Athletico;1;0;2020;round of 16
988;2020-11-25 21:30:00;Libertad-PAR;Jorge Wilstermann;3;1;2020;round of 16
989;2020-12-02 21:30:00;Jorge Wilstermann;Libertad-PAR;0;2;2020;round of 16
990;2020-11-25 19:15:00;Delfín;Palmeiras;1;3;2020;round of 16
991;2020-12-02 19:15:00;Palmeiras;Delfín;5;0;2020;round of 16
992;2020-12-09 19:15:00;Grêmio;Santos;1;1;2020;quarterfinals
993;2020-12-16 19:15:00;Santos;Grêmio;4;1;2020;quarterfinals
994;2020-12-16 21:30:00;Racing Club;Boca Juniors;1;0;2020;quarterfinals
995;2020-12-23 21:30:00;Boca Juniors;Racing Club;2;0;2020;quarterfinals
996;2020-12-10 21:30:00;River Plate;Nacional-URU;2;0;2020;quarterfinals
997;2020-12-17 21:30:00;Nacional-URU;River Plate;2;6;2020;quarterfinals
998;2020-12-08 21:30:00;Libertad-PAR;Palmeiras;1;1;2020;quarterfinals
999;2020-12-15 21:30:00;Palmeiras;Libertad-PAR;3;0;2020;quarterfinals
1000;2020-01-06 19:15:00;Boca Juniors;Santos;0;0;2020;semifinals
1001;2020-01-13 19:15:00;Santos;Boca Juniors;3;0;2020;semifinals
1002;2020-01-05 21:30:00;River Plate;Palmeiras;0;3;2020;semifinals
1003;2020-01-12 21:30:00;Palmeiras;River Plate;0;2;2020;semifinals
1004;2020-01-30 17:00:00;Palmeiras;Santos;1;0;2020;final
1005;2021-04-21 21:00:00;Universitario-PER;Palmeiras;2;3;2021;group stage
1006;2021-04-21 21:00:00;Independiente del Valle;Defensa y Justicia;1;1;2021;group stage
1007;2021-04-27 21:30:00;Palmeiras;Independiente del Valle;5;0;2021;group stage
1008;2021-04-28 19:00:00;Defensa y Justicia;Universitario-PER;3;0;2021;group stage
1009;2021-05-04 21:30:00;Defensa y Justicia;Palmeiras;1;2;2021;group stage
1010;2021-05-05 19:00:00;Independiente del Valle;Universitario-PER;4;0;2021;group stage
1011;2021-05-11 21:30:00;Independiente del Valle;Palmeiras;0;1;2021;group stage
1012;2021-05-12 23:00:00;Universitario-PER;Defensa y Justicia;1;1;2021;group stage
1013;2021-05-18 19:15:00;Palmeiras;Defensa y Justicia;3;4;2021;group stage
1014;2021-05-18 21:30:00;Universitario-PER;Independiente del Valle;3;2;2021;group stage
1015;2021-05-27 19:00:00;Palmeiras;Universitario-PER;6;0;2021;group stage
1016;2021-05-27 19:00:00;Defensa y Justicia;Independiente del Valle;1;1;2021;group stage
1017;2021-04-20 19:15:00;Always Ready;Internacional;2;0;2021;group stage
1018;2021-04-20 19:15:00;Deportivo Táchira;Olimpia-PAR;3;2;2021;group stage
1019;2021-04-27 21:30:00;Internacional;Deportivo Táchira;4;0;2021;group stage
1020;2021-04-28 23:00:00;Olimpia-PAR;Always Ready;2;1;2021;group stage
1021;2021-05-05 21:00:00;Internacional;Olimpia-PAR;6;1;2021;group stage
1022;2021-05-06 19:00:00;Always Ready;Deportivo Táchira;2;0;2021;group stage
1023;2021-05-11 19:15:00;Deportivo Táchira;Internacional;2;1;2021;group stage
1024;2021-05-13 21:00:00;Always Ready;Olimpia-PAR;1;2;2021;group stage
1025;2021-05-19 23:00:00;Deportivo Táchira;Always Ready;7;2;2021;group stage
1026;2021-05-20 21:00:00;Olimpia-PAR;Internacional;0;1;2021;group stage
1027;2021-05-26 19:00:00;Internacional;Always Ready;0;0;2021;group stage
1028;2021-05-26 19:00:00;Olimpia-PAR;Deportivo Táchira;6;2;2021;group stage
1029;2021-04-20 19:15:00;Santos;Barcelona-EQU;0;2;2021;group stage
1030;2021-04-21 19:00:00;The Strongest;Boca Juniors;0;1;2021;group stage
1031;2021-04-27 21:30:00;Boca Juniors;Santos;2;0;2021;group stage
1032;2021-04-28 23:00:00;Barcelona-EQU;The Strongest;4;0;2021;group stage
1033;2021-05-04 19:15:00;Santos;The Strongest;5;0;2021;group stage
1034;2021-05-04 21:30:00;Barcelona-EQU;Boca Juniors;1;0;2021;group stage
1035;2021-05-11 19:15:00;Santos;Boca Juniors;1;0;2021;group stage
1036;2021-05-11 19:15:00;The Strongest;Barcelona-EQU;2;0;2021;group stage
1037;2021-05-18 19:15:00;The Strongest;Santos;2;1;2021;group stage
1038;2021-05-20 21:00:00;Boca Juniors;Barcelona-EQU;0;0;2021;group stage
1039;2021-05-26 21:00:00;Boca Juniors;The Strongest;3;0;2021;group stage
1040;2021-05-26 21:00:00;Barcelona-EQU;Santos;3;1;2021;group stage
1041;2021-04-22 19:00:00;Fluminense;River Plate;1;1;2021;group stage
1042;2021-04-22 23:00:00;Junior de Barranquilla;Ind. Santa Fe;1;1;2021;group stage
1043;2021-04-28 21:00:00;River Plate;Junior de Barranquilla;2;1;2021;group stage
1044;2021-04-28 21:00:00;Ind. Santa Fe;Fluminense;1;2;2021;group stage
1045;2021-05-06 21:00:00;Ind. Santa Fe;River Plate;0;0;2021;group stage
1046;2021-05-06 21:00:00;Junior de Barranquilla;Fluminense;1;1;2021;group stage
1047;2021-05-12 21:00:00;Junior de Barranquilla;River Plate;1;1;2021;group stage
1048;2021-05-12 21:00:00;Fluminense;Ind. Santa Fe;2;1;2021;group stage
1049;2021-05-18 21:30:00;Fluminense;Junior de Barranquilla;1;2;2021;group stage
1050;2021-05-19 21:00:00;River Plate;Ind. Santa Fe;2;1;2021;group stage
1051;2021-05-25 19:15:00;River Plate;Fluminense;1;3;2021;group stage
1052;2021-05-25 19:15:00;Ind. Santa Fe;Junior de Barranquilla;0;0;2021;group stage
1053;2021-04-20 21:30:00;Sporting Cristal;São Paulo;0;3;2021;group stage
1054;2021-04-21 21:00:00;Rentistas ;Racing Club;1;1;2021;group stage
1055;2021-04-29 19:00:00;Racing Club;Sporting Cristal;2;1;2021;group stage
1056;2021-04-29 21:00:00;São Paulo;Rentistas ;2;0;2021;group stage
1057;2021-05-05 19:00:00;Racing Club;São Paulo;0;0;2021;group stage
1058;2021-05-05 21:00:00;Rentistas ;Sporting Cristal;0;0;2021;group stage
1059;2021-05-11 21:30:00;Sporting Cristal;Racing Club;0;2;2021;group stage
1060;2021-05-12 19:00:00;Rentistas ;São Paulo;1;1;2021;group stage
1061;2021-05-18 21:30:00;São Paulo;Racing Club;0;1;2021;group stage
1062;2021-05-19 19:00:00;Sporting Cristal;Rentistas ;2;0;2021;group stage
1063;2021-05-25 21:30:00;São Paulo;Sporting Cristal;3;0;2021;group stage
1064;2021-05-25 21:30:00;Racing Club;Rentistas ;3;0;2021;group stage
1065;2021-04-20 19:15:00;Argentinos Juniors;Nacional-URU;2;0;2021;group stage
1066;2021-04-22 21:00:00;Atlético Nacional;Universidad Católica;2;0;2021;group stage
1067;2021-04-28 19:00:00;Nacional-URU;Atlético Nacional;4;4;2021;group stage
1068;2021-04-29 19:00:00;Universidad Católica;Argentinos Juniors;0;2;2021;group stage
1069;2021-05-05 23:00:00;Universidad Católica;Nacional-URU;3;1;2021;group stage
1070;2021-05-06 19:00:00;Atlético Nacional;Argentinos Juniors;0;2;2021;group stage
1071;2021-05-12 19:00:00;Argentinos Juniors;Universidad Católica;0;1;2021;group stage
1072;2021-05-12 23:00:00;Atlético Nacional;Nacional-URU;0;0;2021;group stage
1073;2021-05-18 19:15:00;Nacional-URU;Universidad Católica;1;0;2021;group stage
1074;2021-05-20 19:00:00;Argentinos Juniors;Atlético Nacional;1;0;2021;group stage
1075;2021-05-26 23:00:00;Nacional-URU;Argentinos Juniors;2;0;2021;group stage
1076;2021-05-26 23:00:00;Universidad Católica;Atlético Nacional;2;0;2021;group stage
1077;2021-04-20 21:30:00;Vélez Sarsfield;Flamengo;2;3;2021;group stage
1078;2021-04-21 23:00:00;Unión La Calera;LDU;2;2;2021;group stage
1079;2021-04-27 19:15:00;Flamengo;Unión La Calera;4;1;2021;group stage
1080;2021-04-27 19:15:00;LDU;Vélez Sarsfield;3;1;2021;group stage
1081;2021-05-04 19:15:00;Unión La Calera;Vélez Sarsfield;0;2;2021;group stage
1082;2021-05-04 21:30:00;LDU;Flamengo;2;3;2021;group stage
1083;2021-05-11 21:30:00;Unión La Calera;Flamengo;2;2;2021;group stage
1084;2021-05-13 19:00:00;Vélez Sarsfield;LDU;3;1;2021;group stage
1085;2021-05-19 19:00:00;Vélez Sarsfield;Unión La Calera;2;1;2021;group stage
1086;2021-05-19 21:00:00;Flamengo;LDU;2;2;2021;group stage
1087;2021-05-27 21:00:00;Flamengo;Vélez Sarsfield;0;0;2021;group stage
1088;2021-05-27 21:00:00;LDU;Unión La Calera;5;2;2021;group stage
1089;2021-04-21 19:00:00;La Guaira;Atlético-MG;1;1;2021;group stage
1090;2021-04-21 23:00:00;América de Cali;Cerro Porteño;0;2;2021;group stage
1091;2021-04-27 19:15:00;Atlético-MG;América de Cali;2;1;2021;group stage
1092;2021-04-28 19:00:00;Cerro Porteño;La Guaira;0;0;2021;group stage
1093;2021-05-04 19:15:00;Atlético-MG;Cerro Porteño;4;0;2021;group stage
1094;2021-05-06 23:00:00;La Guaira;América de Cali;0;0;2021;group stage
1095;2021-05-12 21:00:00;La Guaira;Cerro Porteño;0;1;2021;group stage
1096;2021-05-13 21:00:00;América de Cali;Atlético-MG;1;3;2021;group stage
1097;2021-05-19 21:00:00;Cerro Porteño;Atlético-MG;0;1;2021;group stage
1098;2021-05-19 23:00:00;América de Cali;La Guaira;3;1;2021;group stage
1099;2021-05-25 21:30:00;Atlético-MG;La Guaira;4;0;2021;group stage
1100;2021-05-25 21:30:00;Cerro Porteño;América de Cali;1;0;2021;group stage
1101;2021-07-14 21:30:00;Defensa y Justicia;Flamengo;0;1;2021;round of 16
1102;2021-07-21 21:30:00;Flamengo;Defensa y Justicia;4;1;2021;round of 16
1103;2021-07-15 21:30:00;Olimpia-PAR;Internacional;0;0;2021;round of 16
1104;2021-07-22 21:30:00;Internacional;Olimpia-PAR;0;0;2021;round of 16
1105;2021-07-14 19:15:00;Vélez Sarsfield;Barcelona-EQU;1;0;2021;round of 16
1106;2021-07-21 19:15:00;Barcelona-EQU;Vélez Sarsfield;3;1;2021;round of 16
1107;2021-07-13 19:15:00;Cerro Porteño;Fluminense;0;2;2021;round of 16
1108;2021-08-03 19:15:00;Fluminense;Cerro Porteño;1;0;2021;round of 16
1109;2021-07-13 19:15:00;Boca Juniors;Atlético-MG;0;0;2021;round of 16
1110;2021-07-20 19:15:00;Atlético-MG;Boca Juniors;0;0;2021;round of 16
1111;2021-07-14 21:30:00;River Plate;Argentinos Juniors;1;1;2021;round of 16
1112;2021-07-21 21:30:00;Argentinos Juniors;River Plate;0;2;2021;round of 16
1113;2021-07-13 21:30:00;São Paulo;Racing Club;1;1;2021;round of 16
1114;2021-07-20 21:30:00;Racing Club;São Paulo;1;3;2021;round of 16
1115;2021-07-14 19:15:00;Universidad Católica;Palmeiras;0;1;2021;round of 16
1116;2021-07-21 19:15:00;Palmeiras;Universidad Católica;1;0;2021;round of 16
1117;2021-08-11 19:15:00;Olimpia-PAR;Flamengo;1;4;2021;quarterfinals
1118;2021-08-18 19:15:00;Flamengo;Olimpia-PAR;5;1;2021;quarterfinals
1119;2021-08-12 21:30:00;Fluminense;Barcelona-EQU;2;2;2021;quarterfinals
