;datetime;home_team;away_team;home_goal;away_goal;season;stage
1120;2021-08-19 21:30:00;Barcelona-EQU;Fluminense;1;1;2021;quarterfinals
1121;2021-08-11 21:30:00;River Plate;Atlético-MG;0;1;2021;quarterfinals
1122;2021-08-18 21:30:00;Atlético-MG;River Plate;3;0;2021;quarterfinals
1123;2021-08-10 21:30:00;São Paulo;Palmeiras;1;1;2021;quarterfinals
1124;2021-08-17 21:30:00;Palmeiras;São Paulo;3;0;2021;quarterfinals
1125;2021-09-22 21:30:00;Flamengo;Barcelona-EQU;2;0;2021;semifinals
1126;2021-09-29 21:30:00;Barcelona-EQU;Flamengo;0;2;2021;semifinals
1127;2021-09-21 21:30:00;Palmeiras;Atlético-MG;0;0;2021;semifinals
1128;2021-09-28 21:30:00;Atlético-MG;Palmeiras;1;1;2021;semifinals
1129;2022-04-06 21:00:00;Deportivo Táchira;Palmeiras;0;4;2022;group stage
1130;2022-04-06 23:00:00;Independiente Petrolero;Emelec;1;1;2022;group stage
1131;2022-04-12 21:30:00;Palmeiras;Independiente Petrolero;8;1;2022;group stage
1132;2022-04-14 23:00:00;Emelec;Deportivo Táchira;1;1;2022;group stage
1133;2022-04-26 19:15:00;Independiente Petrolero;Deportivo Táchira;1;2;2022;group stage
1134;2022-04-27 21:00:00;Emelec;Palmeiras;1;3;2022;group stage
1135;2022-05-03 19:15:00;Deportivo Táchira;Emelec;1;4;2022;group stage
1136;2022-05-03 21:30:00;Independiente Petrolero;Palmeiras;0;5;2022;group stage
1137;2022-05-18 19:00:00;Palmeiras;Emelec;1;0;2022;group stage
1138;2022-05-18 21:00:00;Deportivo Táchira;Independiente Petrolero;3;0;2022;group stage
1139;2022-05-24 21:30:00;Palmeiras;Deportivo Táchira;4;1;2022;group stage
1140;2022-05-24 21:30:00;Emelec;Independiente Petrolero;7;0;2022;group stage
1141;2022-04-05 19:15:00;Caracas;Athletico;0;0;2022;group stage
1142;2022-04-07 23:00:00;The Strongest;Libertad-PAR;1;1;2022;group stage
1143;2022-04-13 19:00:00;Libertad-PAR;Caracas;2;1;2022;group stage
1144;2022-04-14 19:00:00;Athletico;The Strongest;1;0;2022;group stage
1145;2022-04-26 19:15:00;Libertad-PAR;Athletico;1;0;2022;group stage
1146;2022-04-27 23:00:00;The Strongest;Caracas;1;1;2022;group stage
1147;2022-05-03 19:15:00;The Strongest;Athletico;5;0;2022;group stage
1148;2022-05-03 19:15:00;Caracas;Libertad-PAR;1;0;2022;group stage
1149;2022-05-17 19:15:00;Caracas;The Strongest;0;0;2022;group stage
1150;2022-05-18 19:00:00;Athletico;Libertad-PAR;2;0;2022;group stage
1151;2022-05-26 19:00:00;Libertad-PAR;The Strongest;4;1;2022;group stage
1152;2022-05-26 19:00:00;Athletico;Caracas;5;1;2022;group stage
1153;2022-04-06 19:00:00;Red Bull Bragantino;Nacional-URU;2;0;2022;group stage
1154;2022-04-07 21:00:00;Estudiantes;Vélez Sarsfield;4;1;2022;group stage
1155;2022-04-13 21:00:00;Nacional-URU;Estudiantes;0;0;2022;group stage
1156;2022-04-14 21:00:00;Vélez Sarsfield;Red Bull Bragantino;2;2;2022;group stage
1157;2022-04-26 19:15:00;Vélez Sarsfield;Nacional-URU;1;2;2022;group stage
1158;2022-04-26 19:15:00;Estudiantes;Red Bull Bragantino;2;0;2022;group stage
1159;2022-05-03 21:30:00;Estudiantes;Nacional-URU;1;0;2022;group stage
1160;2022-05-05 21:00:00;Red Bull Bragantino;Vélez Sarsfield;1;1;2022;group stage
1161;2022-05-17 19:15:00;Red Bull Bragantino;Estudiantes;0;1;2022;group stage
1162;2022-05-18 19:00:00;Nacional-URU;Vélez Sarsfield;2;3;2022;group stage
1163;2022-05-24 19:15:00;Nacional-URU;Red Bull Bragantino;3;0;2022;group stage
1164;2022-05-24 19:15:00;Vélez Sarsfield;Estudiantes;4;0;2022;group stage
1165;2022-04-06 19:00:00;América-MG;Independiente del Valle;0;2;2022;group stage
1166;2022-04-06 21:00:00;Tolima;Atlético-MG;0;2;2022;group stage
1167;2022-04-13 21:00:00;Atlético-MG;América-MG;1;1;2022;group stage
1168;2022-04-13 23:00:00;Independiente del Valle;Tolima;2;2;2022;group stage
1169;2022-04-26 21:30:00;Independiente del Valle;Atlético-MG;1;1;2022;group stage
1170;2022-04-27 19:00:00;América-MG;Tolima;2;3;2022;group stage
1171;2022-05-03 21:30:00;América-MG;Atlético-MG;1;2;2022;group stage
1172;2022-05-04 23:00:00;Tolima;Independiente del Valle;1;0;2022;group stage
1173;2022-05-18 21:00:00;Tolima;América-MG;2;2;2022;group stage
1174;2022-05-19 19:00:00;Atlético-MG;Independiente del Valle;3;1;2022;group stage
1175;2022-05-25 21:00:00;Independiente del Valle;América-MG;3;0;2022;group stage
1176;2022-05-25 21:00:00;Atlético-MG;Tolima;1;2;2022;group stage
1177;2022-04-05 21:30:00;Deportivo Cali;Boca Juniors;2;0;2022;group stage
1178;2022-04-05 21:30:00;Always Ready;Corinthians;2;0;2022;group stage
1179;2022-04-12 19:15:00;Boca Juniors;Always Ready;2;0;2022;group stage
1180;2022-04-13 21:00:00;Corinthians;Deportivo Cali;1;0;2022;group stage
1181;2022-04-26 21:30:00;Corinthians;Boca Juniors;2;0;2022;group stage
1182;2022-04-28 23:00:00;Always Ready;Deportivo Cali;2;2;2022;group stage
1183;2022-05-04 21:00:00;Always Ready;Boca Juniors;0;1;2022;group stage
1184;2022-05-04 21:00:00;Deportivo Cali;Corinthians;0;0;2022;group stage
1185;2022-05-17 21:30:00;Boca Juniors;Corinthians;1;1;2022;group stage
1186;2022-05-19 23:00:00;Deportivo Cali;Always Ready;3;0;2022;group stage
1187;2022-05-26 21:00:00;Boca Juniors;Deportivo Cali;1;0;2022;group stage
1188;2022-05-26 21:00:00;Corinthians;Always Ready;1;1;2022;group stage
1189;2022-04-06 21:00:00;Alianza Lima;River Plate;0;1;2022;group stage
1190;2022-04-07 19:00:00;Fortaleza;Colo-Colo;1;2;2022;group stage
1191;2022-04-13 19:00:00;Colo-Colo;Alianza Lima;2;1;2022;group stage
1192;2022-04-13 21:00:00;River Plate;Fortaleza;2;0;2022;group stage
1193;2022-04-27 19:00:00;Fortaleza;Alianza Lima;2;1;2022;group stage
1194;2022-04-27 21:00:00;Colo-Colo;River Plate;1;2;2022;group stage
1195;2022-05-05 19:00:00;Fortaleza;River Plate;1;1;2022;group stage
1196;2022-05-05 23:00:00;Alianza Lima;Colo-Colo;1;1;2022;group stage
1197;2022-05-18 23:00:00;Alianza Lima;Fortaleza;0;2;2022;group stage
1198;2022-05-19 21:00:00;River Plate;Colo-Colo;4;0;2022;group stage
1199;2022-05-25 19:00:00;Colo-Colo;Fortaleza;3;4;2022;group stage
1200;2022-05-25 19:00:00;River Plate;Alianza Lima;8;1;2022;group stage
1201;2022-04-05 19:15:00;Olimpia-PAR;Cerro Porteño;0;0;2022;group stage
1202;2022-04-05 19:15:00;Colón;Peñarol;2;1;2022;group stage
1203;2022-04-12 19:15:00;Cerro Porteño;Colón;3;1;2022;group stage
1204;2022-04-12 21:30:00;Peñarol;Olimpia-PAR;2;1;2022;group stage
1205;2022-04-27 21:00:00;Cerro Porteño;Peñarol;1;0;2022;group stage
1206;2022-04-28 21:00:00;Olimpia-PAR;Colón;0;0;2022;group stage
1207;2022-05-04 19:00:00;Colón;Cerro Porteño;2;1;2022;group stage
1208;2022-05-04 21:00:00;Olimpia-PAR;Peñarol;1;0;2022;group stage
1209;2022-05-17 19:15:00;Peñarol;Cerro Porteño;0;0;2022;group stage
1210;2022-05-18 21:00:00;Colón;Olimpia-PAR;2;1;2022;group stage
1211;2022-05-25 21:00:00;Peñarol;Colón;2;1;2022;group stage
1212;2022-05-25 21:00:00;Cerro Porteño;Olimpia-PAR;0;1;2022;group stage
1213;2022-04-05 22:00:00;Sporting Cristal;Flamengo;0;2;2022;group stage
1214;2022-04-06 19:00:00;Talleres;Universidad Católica;1;0;2022;group stage
1215;2022-04-12 19:15:00;Universidad Católica;Sporting Cristal;2;1;2022;group stage
1216;2022-04-12 21:30:00;Flamengo;Talleres;3;1;2022;group stage
1217;2022-04-26 21:30:00;Talleres;Sporting Cristal;1;0;2022;group stage
1218;2022-04-28 19:00:00;Universidad Católica;Flamengo;2;3;2022;group stage
1219;2022-05-04 19:00:00;Talleres;Flamengo;2;2;2022;group stage
1220;2022-05-04 23:00:00;Sporting Cristal;Universidad Católica;1;1;2022;group stage
1221;2022-05-17 21:30:00;Sporting Cristal;Talleres;0;0;2022;group stage
1222;2022-05-17 21:30:00;Flamengo;Universidad Católica;3;0;2022;group stage
1223;2022-05-24 21:30:00;Flamengo;Sporting Cristal;2;1;2022;group stage
1224;2022-05-24 21:30:00;Universidad Católica;Talleres;0;1;2022;group stage
1225;2022-06-28 21:30:00;Athletico;Libertad-PAR;2;1;2022;round of 16
1226;2022-07-05 21:30:00;Libertad-PAR;Athletico;1;1;2022;round of 16
1227;2022-06-30 21:30:00;Fortaleza;Estudiantes;1;1;2022;round of 16
1228;2022-07-07 21:30:00;Estudiantes;Fortaleza;3;0;2022;round of 16
1229;2022-06-29 19:15:00;Cerro Porteño;Palmeiras;0;3;2022;round of 16
1230;2022-07-06 19:15:00;Palmeiras;Cerro Porteño;5;0;2022;round of 16
1231;2022-06-28 19:15:00;Emelec;Atlético-MG;1;1;2022;round of 16
1232;2022-07-05 19:15:00;Atlético-MG;Emelec;1;0;2022;round of 16
1233;2022-06-29 21:30:00;Tolima;Flamengo;0;1;2022;round of 16
1234;2022-07-06 21:30:00;Flamengo;Tolima;7;1;2022;round of 16
1235;2022-06-28 21:30:00;Corinthians;Boca Juniors;0;0;2022;round of 16
1236;2022-07-05 21:30:00;Boca Juniors;Corinthians;0;0;2022;round of 16
1237;2022-06-29 19:15:00;Talleres;Colón;1;1;2022;round of 16
1238;2022-07-06 19:15:00;Colón;Talleres;0;2;2022;round of 16
1239;2022-06-29 21:30:00;Vélez Sarsfield;River Plate;1;0;2022;round of 16
1240;2022-07-06 21:30:00;River Plate;Vélez Sarsfield;0;0;2022;round of 16
1241;2022-08-04 21:30:00;Athletico;Estudiantes;0;0;2022;quarterfinals
1242;2022-08-11 21:30:00;Estudiantes;Athletico;0;1;2022;quarterfinals
1243;2022-08-03 21:30:00;Atlético-MG;Palmeiras;2;2;2022;quarterfinals
1244;2022-08-10 21:30:00;Palmeiras;Atlético-MG;0;0;2022;quarterfinals
1245;2022-08-02 21:30:00;Corinthians;Flamengo;0;2;2022;quarterfinals
1246;2022-08-09 21:30:00;Flamengo;Corinthians;1;0;2022;quarterfinals
1247;2022-08-03 21:30:00;Vélez Sarsfield;Talleres;3;2;2022;quarterfinals
1248;2022-08-10 21:30:00;Talleres;Vélez Sarsfield;0;1;2022;quarterfinals
1249;2022-08-30 21:30:00;Athletico;Palmeiras;1;0;2022;semifinals
1250;2022-09-06 21:30:00;Palmeiras;Athletico;2;2;2022;semifinals
1251;2022-08-31 21:30:00;Vélez Sarsfield;Flamengo;0;4;2022;semifinals
1252;2022-09-07 21:30:00;Flamengo;Vélez Sarsfield;2;1;2022;semifinals
