;round;datetime;home_team;away_team;home_goal;away_goal;season
325;2;2014-04-02 21:30:00;Plácido de Castro - AC;Figueirense - SC;0;0;2014
326;2;2014-04-09 20:30:00;Figueirense - SC;Plácido de Castro - AC;3;1;2014
327;2;2014-04-02 21:50:00;Naviraiense - MS;Avaí - SC;1;4;2014
328;2;2014-04-02 22:00:00;Mixto - MT;Santos - SP;0;0;2014
329;2;2014-04-16 22:00:00;Santos - SP;Mixto - MT;3;0;2014
330;2;2014-04-03 19:00:00;Paragominas - PA;A.s.a. - AL;0;4;2014
331;2;2014-04-03 20:30:00;Resende - RJ;Vasco da Gama - RJ;0;0;2014
332;2;2014-04-16 22:00:00;Vasco da Gama - RJ;Resende - RJ;1;0;2014
333;2;2014-04-08 21:30:00;Rio Branco - AC;Chapecoense - SC;0;2;2014
334;2;2014-04-09 19:30:00;Novo Hamburgo - RS;Joinville - SC;1;0;2014
335;2;2014-04-22 19:30:00;Joinville - SC;Novo Hamburgo - RS;2;2;2014
336;2;2014-04-09 20:30:00;Lagarto - SE;Santa Cruz - PE;0;1;2014
337;2;2014-05-07 22:00:00;Santa Cruz - PE;Lagarto - SE;3;1;2014
338;2;2014-04-16 21:30:00;Princesa do Solimões - AM;Brasiliense - DF;3;1;2014
339;2;2014-04-23 20:30:00;Brasiliense - DF;Princesa do Solimões - AM;4;2;2014
340;2;2014-04-30 22:00:00;Parnahyba - PI;Ceará - CE;0;1;2014
341;2;2014-05-07 20:30:00;Ceará - CE;Parnahyba - PI;4;1;2014
342;2;2014-05-01 21:50:00;Brasília - DF;Sport - PE;1;3;2014
343;3;2014-04-22 19:30:00;Paraná - PR;Ponte Preta - SP;1;1;2014
344;3;2014-05-06 21:50:00;Ponte Preta - SP;Paraná - PR;1;1;2014
345;3;2014-04-23 22:00:00;Tupi - MG;Fluminense - RJ;0;3;2014
346;3;2014-04-23 22:00:00;C. R. B. - AL;São Paulo - SP;2;1;2014
347;3;2014-05-07 22:00:00;São Paulo - SP;C. R. B. - AL;3;0;2014
348;3;2014-04-24 15:15:00;Santa Rita - AL;Potiguar - RN;2;0;2014
349;3;2014-05-01 19:30:00;Potiguar - RN;Santa Rita - AL;2;5;2014
350;3;2014-04-30 19:30:00;Caldense - MG;Coritiba - PR;0;2;2014
351;3;2014-04-30 22:00:00;Treze - PB;Vasco da Gama - RJ;1;2;2014
352;3;2014-05-07 22:00:00;Vasco da Gama - RJ;Treze - PB;1;1;2014
353;3;2014-04-30 22:00:00;Nacional - AM;Corinthians - SP;0;3;2014
354;3;2014-05-01 16:00:00;Novo Hamburgo - RS;J. Malucelli - PR;1;0;2014
355;3;2014-05-07 19:30:00;J. Malucelli - PR;Novo Hamburgo - RS;0;2;2014
356;3;2014-05-01 19:30:00;Cuiabá - MT;Internacional - RS;1;1;2014
357;3;2014-05-14 22:00:00;Internacional - RS;Cuiabá - MT;4;1;2014
358;3;2014-05-01 21:50:00;Londrina - PR;Grêmio Barueri - SP;0;0;2014
359;3;2014-05-08 19:30:00;Grêmio Barueri - SP;Londrina - PR;3;3;2014
360;3;2014-05-06 21:50:00;América - RN;Náutico - PE;3;0;2014
361;3;2014-05-13 19:30:00;Náutico - PE;América - RN;2;0;2014
362;3;2014-05-07 19:30:00;A.s.a. - AL;Avaí - SC;3;2;2014
363;3;2014-05-13 20:30:00;Avaí - SC;A.s.a. - AL;2;1;2014
364;3;2014-05-07 19:30:00;Bragantino - SP;Figueirense - SC;2;1;2014
365;3;2014-07-22 19:30:00;Figueirense - SC;Bragantino - SP;2;1;2014
366;3;2014-05-07 20:30:00;Abc - RN;Atlético - GO;1;1;2014
367;3;2014-05-14 20:30:00;Atlético - GO;Abc - RN;1;2;2014
368;3;2014-05-07 22:00:00;América - MG;Bahia - BA;0;0;2014
369;3;2014-05-14 19:30:00;Bahia - BA;América - MG;2;1;2014
370;3;2014-05-07 22:00:00;Sampaio Correa - MA;Palmeiras - SP;2;1;2014
371;3;2014-05-14 22:00:00;Palmeiras - SP;Sampaio Correa - MA;3;0;2014
372;3;2014-05-08 21:50:00;Princesa do Solimões - AM;Santos - SP;1;2;2014
373;3;2014-05-15 21:50:00;Santos - SP;Princesa do Solimões - AM;4;2;2014
374;3;2014-05-14 19:30:00;Chapecoense - SC;Ceará - CE;1;2;2014
375;3;2014-07-23 19:30:00;Ceará - CE;Chapecoense - SC;1;1;2014
376;3;2014-05-14 22:00:00;Botafogo - PB;Santa Cruz - PE;1;1;2014
377;3;2014-07-23 22:00:00;Santa Cruz - PE;Botafogo - PB;2;1;2014
378;3;2014-05-15 19:30:00;Paysandu - PA;Sport - PE;2;1;2014
379;3;2014-07-24 19:30:00;Sport - PE;Paysandu - PA;3;2;2014
380;4;2014-07-23 19:30:00;Abc - RN;Novo Hamburgo - RS;1;0;2014
381;4;2014-07-30 19:30:00;Novo Hamburgo - RS;Abc - RN;2;0;2014
382;4;2014-07-23 19:30:00;Avaí - SC;Palmeiras - SP;0;2;2014
383;4;2014-08-06 19:30:00;Palmeiras - SP;Avaí - SC;1;0;2014
384;4;2014-07-23 22:00:00;Ponte Preta - SP;Vasco da Gama - RJ;0;2;2014
385;4;2014-07-30 22:00:00;Vasco da Gama - RJ;Ponte Preta - SP;2;1;2014
386;4;2014-07-23 22:00:00;Corinthians - SP;Bahia - BA;3;0;2014
387;4;2014-08-06 22:00:00;Bahia - BA;Corinthians - SP;1;0;2014
388;4;2014-07-30 22:00:00;Bragantino - SP;São Paulo - SP;1;2;2014
389;4;2014-08-13 22:00:00;São Paulo - SP;Bragantino - SP;1;3;2014
390;4;2014-07-30 22:00:00;Internacional - RS;Ceará - CE;1;2;2014
391;4;2014-08-13 22:00:00;Ceará - CE;Internacional - RS;3;1;2014
392;4;2014-07-31 21:00:00;Coritiba - PR;Paysandu - PA;2;0;2014
393;4;2014-08-13 22:00:00;Paysandu - PA;Coritiba - PR;2;1;2014
394;4;2014-07-31 21:00:00;Londrina - PR;Santos - SP;2;1;2014
395;4;2014-08-14 19:30:00;Santos - SP;Londrina - PR;2;0;2014
396;4;2014-08-06 22:00:00;América - RN;Fluminense - RJ;0;3;2014
397;4;2014-08-13 22:00:00;Fluminense - RJ;América - RN;2;5;2014
398;4;2014-08-06 22:00:00;Santa Rita - AL;Santa Cruz - PE;3;2;2014
399;4;2014-08-14 19:30:00;Santa Cruz - PE;Santa Rita - AL;1;1;2014
400;5;2014-08-26 19:30:00;Vasco da Gama - RJ;Abc - RN;1;1;2014
401;5;2014-09-02 19:30:00;Abc - RN;Vasco da Gama - RJ;2;1;2014
402;5;2014-08-27 19:30:00;Cruzeiro - MG;Santa Rita - AL;5;0;2014
403;5;2014-09-03 19:30:00;Santa Rita - AL;Cruzeiro - MG;1;2;2014
404;5;2014-08-27 19:30:00;América - RN;Atletico - PR;3;0;2014
405;5;2014-09-03 19:30:00;Atletico - PR;América - RN;2;0;2014
406;5;2014-08-27 22:00:00;Botafogo - RJ;Ceará - CE;1;2;2014
407;5;2014-09-03 22:00:00;Ceará - CE;Botafogo - RJ;3;4;2014
408;5;2014-08-27 22:00:00;Coritiba - PR;Flamengo - RJ;3;0;2014
409;5;2014-09-03 22:00:00;Flamengo - RJ;Coritiba - PR;3;0;2014
410;5;2014-08-27 22:00:00;Palmeiras - SP;Atlético - MG;0;1;2014
411;5;2014-09-04 20:00:00;Atlético - MG;Palmeiras - SP;2;0;2014
412;5;2014-08-27 22:00:00;Bragantino - SP;Corinthians - SP;1;0;2014
413;5;2014-09-03 22:00:00;Corinthians - SP;Bragantino - SP;3;1;2014
414;5;2014-08-28 20:00:00;Grêmio - RS;Santos - SP;0;2;2014
415;6;2014-10-01 19:30:00;Botafogo - RJ;Santos - SP;2;3;2014
416;6;2014-10-16 21:30:00;Santos - SP;Botafogo - RJ;5;0;2014
417;6;2014-10-01 19:30:00;Cruzeiro - MG;Abc - RN;1;0;2014
418;6;2014-10-15 22:00:00;Abc - RN;Cruzeiro - MG;3;2;2014
419;6;2014-10-01 22:00:00;América - RN;Flamengo - RJ;0;1;2014
420;6;2014-10-15 22:00:00;Flamengo - RJ;América - RN;1;0;2014
421;6;2014-10-01 22:00:00;Corinthians - SP;Atlético - MG;2;0;2014
422;6;2014-10-15 22:00:00;Atlético - MG;Corinthians - SP;4;1;2014
423;7;2014-10-29 22:00:00;Cruzeiro - MG;Santos - SP;1;0;2014
424;7;2014-11-05 22:00:00;Santos - SP;Cruzeiro - MG;3;3;2014
425;7;2014-10-29 22:00:00;Flamengo - RJ;Atlético - MG;2;0;2014
426;7;2014-11-05 22:00:00;Atlético - MG;Flamengo - RJ;4;1;2014
427;8;2014-11-12 22:00:00;Atlético - MG;Cruzeiro - MG;2;0;2014
428;8;2014-11-26 22:00:00;Cruzeiro - MG;Atlético - MG;0;1;2014
429;1;2015-02-08 19:30:00;Atlético - AC;Real Noroeste - ES;0;1;2015
430;1;2015-02-22 16:30:00;Real Noroeste - ES;Atlético - AC;3;2;2015
431;2;2015-02-25 19:30:00;Santo André - SP;Goiás - GO;0;1;2015
432;2;2015-04-01 19:30:00;Goiás - GO;Santo André - SP;1;0;2015
433;2;2015-02-25 19:30:00;Luziânia - DF;América - MG;0;3;2015
434;2;2015-02-25 20:30:00;Estrela do Norte - ES;Sampaio Correa - MA;3;2;2015
435;2;2015-04-01 20:30:00;Sampaio Correa - MA;Estrela do Norte - ES;4;1;2015
436;2;2015-02-25 20:30:00;Moto Club - MA;Boa - MG;1;1;2015
437;2;2015-04-15 20:30:00;Boa - MG;Moto Club - MA;1;1;2015
438;2;2015-02-25 20:30:00;Amadense - SE;Crb - AL;1;2;2015
439;2;2015-04-02 19:30:00;Crb - AL;Amadense - SE;1;0;2015
440;2;2015-02-25 21:30:00;São Raimundo - RR;Asa - AL;1;3;2015
441;2;2015-02-25 22:00:00;Brasil - RS;Flamengo - RJ;1;2;2015
442;2;2015-03-18 22:00:00;Flamengo - RJ;Brasil - RS;2;0;2015
443;2;2015-03-03 21:30:00;Vilhena - RO;Ponte Preta - SP;1;1;2015
444;2;2015-04-02 19:30:00;Ponte Preta - SP;Vilhena - RO;3;0;2015
445;2;2015-03-04 16:00:00;Boavista - RJ;Abc - RN;0;1;2015
446;2;2015-03-19 19:30:00;Abc - RN;Boavista - RJ;2;0;2015
447;2;2015-03-04 19:30:00;Capivariano - SP;Caxias - RS;3;0;2015
448;2;2015-03-19 19:30:00;Caxias - RS;Capivariano - SP;0;0;2015
449;2;2015-03-04 19:30:00;Santos - AP;Portuguesa - SP;1;3;2015
450;2;2015-03-04 19:30:00;Independente - PA;Icasa - CE;5;0;2015
451;2;2015-03-19 19:30:00;Icasa - CE;Independente - PA;2;0;2015
452;2;2015-03-04 20:30:00;Murici - AL;Cuiabá - MT;3;2;2015
453;2;2015-03-18 21:30:00;Cuiabá - MT;Murici - AL;2;0;2015
454;2;2015-03-04 20:30:00;Alecrim - RN;Tupi - MG;0;2;2015
455;2;2015-03-04 22:00:00;Vitória da Conquista - BA;Palmeiras - SP;1;4;2015
456;2;2015-03-04 22:00:00;Villa Nova - MG;Coritiba - PR;0;3;2015
457;2;2015-03-05 21:30:00;Maringá - PR;Madureira - RJ;2;0;2015
458;2;2015-04-15 15:00:00;Madureira - RJ;Maringá - PR;3;1;2015
459;2;2015-03-05 21:30:00;Cabofriense - RJ;Luverdense - MT;1;1;2015
460;2;2015-03-18 21:30:00;Luverdense - MT;Cabofriense - RJ;1;0;2015
461;2;2015-03-17 19:30:00;Londrina - PR;Santos - SP;0;1;2015
462;2;2015-04-15 19:30:00;Santos - SP;Londrina - PR;1;0;2015
463;2;2015-03-18 19:30:00;Lajeadense - RS;Bragantino - SP;2;1;2015
464;2;2015-04-16 19:30:00;Bragantino - SP;Lajeadense - RS;1;0;2015
465;2;2015-03-18 20:30:00;Interporto - TO;Chapecoense - SC;2;5;2015
466;2;2015-03-18 20:30:00;Real Noroeste - ES;Criciúma - SC;1;4;2015
467;2;2015-03-18 21:30:00;Princesa do Solimões - AM;Figueirense - SC;2;2;2015
468;2;2015-04-01 19:30:00;Figueirense - SC;Princesa do Solimões - AM;2;1;2015
469;2;2015-03-18 21:30:00;Águia Negra - MS;Paysandu - PA;2;2;2015
470;2;2015-04-01 20:30:00;Paysandu - PA;Águia Negra - MS;2;0;2015
471;2;2015-03-31 20:30:00;Piauí - PI;Salgueiro - PE;1;5;2015
472;2;2015-04-01 19:30:00;Rio Branco - AC;Vasco da Gama - RJ;1;2;2015
473;2;2015-04-15 22:00:00;Vasco da Gama - RJ;Rio Branco - AC;3;2;2015
474;2;2015-04-01 19:30:00;Ríver - PI;Fortaleza - CE;0;1;2015
475;2;2015-04-16 21:50:00;Fortaleza - CE;Ríver - PI;2;1;2015
476;2;2015-04-01 19:30:00;Ituano - SP;Joinville - SC;3;0;2015
477;2;2015-04-15 19:30:00;Joinville - SC;Ituano - SP;1;0;2015
478;2;2015-04-01 19:30:00;Anapolina - GO;Vitória - BA;1;2;2015
479;2;2015-04-14 19:30:00;Vitória - BA;Anapolina - GO;1;1;2015
480;2;2015-04-01 20:30:00;Jacuipense - BA;Paraná - PR;0;1;2015
481;2;2015-04-23 19:30:00;Paraná - PR;Jacuipense - BA;0;1;2015
482;2;2015-04-01 20:30:00;Globo - RN;América - RN;1;5;2015
483;2;2015-04-01 20:30:00;Coruripe - AL;Atlético - GO;1;1;2015
484;2;2015-04-30 20:30:00;Atlético - GO;Coruripe - AL;2;0;2015
485;2;2015-04-01 21:30:00;Operário - MT;Avaí - SC;0;0;2015
486;2;2015-04-14 19:30:00;Avaí - SC;Operário - MT;3;1;2015
487;2;2015-04-01 22:00:00;Botafogo - PB;Botafogo - RJ;2;2;2015
488;2;2015-04-15 19:30:00;Botafogo - RJ;Botafogo - PB;4;2;2015
489;2;2015-04-01 22:00:00;Cene - MS;Sport - PE;1;2;2015
490;2;2015-04-16 21:50:00;Sport - PE;Cene - MS;4;1;2015
491;2;2015-04-01 22:00:00;Confiança - SE;Ceará - CE;0;0;2015
492;2;2015-04-15 22:00:00;Ceará - CE;Confiança - SE;1;0;2015
493;2;2015-04-01 22:00:00;Campinense - PB;Grêmio - RS;1;2;2015
494;2;2015-04-15 22:00:00;Grêmio - RS;Campinense - PB;2;0;2015
495;2;2015-04-02 19:30:00;Brasília - DF;Náutico - PE;0;1;2015
496;2;2015-04-15 22:00:00;Náutico - PE;Brasília - DF;2;0;2015
497;2;2015-04-02 21:50:00;Remo - PA;Atlético - PR;1;1;2015
498;2;2015-04-15 19:30:00;Atlético - PR;Remo - PA;1;1;2015
499;2;2015-04-02 21:50:00;Nacional - AM;Bahia - BA;0;0;2015
500;2;2015-04-16 19:30:00;Bahia - BA;Nacional - AM;3;2;2015
501;3;2015-04-22 22:00:00;Salgueiro - PE;Flamengo - RJ;0;2;2015
502;3;2015-04-23 19:30:00;Ituano - SP;Portuguesa - SP;1;1;2015
503;3;2015-04-28 21:50:00;Portuguesa - SP;Ituano - SP;1;2;2015
504;3;2015-04-23 21:00:00;Bragantino - SP;Criciúma - SC;0;3;2015
505;3;2015-04-28 21:50:00;Tupi - MG;Atlético - PR;1;0;2015
506;3;2015-05-06 19:30:00;Atlético - PR;Tupi - MG;2;1;2015
507;3;2015-04-29 22:00:00;Sampaio Correa - MA;Palmeiras - SP;1;1;2015
508;3;2015-05-12 21:50:00;Palmeiras - SP;Sampaio Correa - MA;5;1;2015
509;3;2015-04-29 22:00:00;Capivariano - SP;Botafogo - RJ;1;2;2015
510;3;2015-05-06 22:00:00;Botafogo - RJ;Capivariano - SP;3;0;2015
511;3;2015-04-30 19:30:00;Jacuipense - BA;Náutico - PE;0;2;2015
512;3;2015-05-06 19:30:00;Fortaleza - CE;Coritiba - PR;2;1;2015
513;3;2015-05-13 22:00:00;Coritiba - PR;Fortaleza - CE;2;1;2015
514;3;2015-05-06 22:00:00;Avaí - SC;Figueirense - SC;1;0;2015
515;3;2015-05-13 22:00:00;Figueirense - SC;Avaí - SC;2;0;2015
516;3;2015-05-06 22:00:00;Maringá - PR;Santos - SP;2;2;2015
517;3;2015-05-13 19:30:00;Santos - SP;Maringá - PR;1;0;2015
518;3;2015-05-06 22:00:00;Chapecoense - SC;Sport - PE;2;0;2015
519;3;2015-05-13 22:00:00;Sport - PE;Chapecoense - SC;2;0;2015
520;3;2015-05-07 19:30:00;Moto Club - MA;Ponte Preta - SP;1;2;2015
521;3;2015-05-13 19:30:00;Ponte Preta - SP;Moto Club - MA;4;1;2015
522;3;2015-05-07 19:30:00;Independente - PA;Goiás - GO;1;0;2015
523;3;2015-05-13 19:30:00;Goiás - GO;Independente - PA;3;0;2015
524;3;2015-05-12 19:30:00;Paysandu - PA;Abc - RN;1;0;2015
525;3;2015-05-19 19:30:00;Abc - RN;Paysandu - PA;1;2;2015
526;3;2015-05-12 19:30:00;América - RN;Atlético - GO;4;2;2015
527;3;2015-05-20 19:30:00;Atlético - GO;América - RN;1;0;2015
528;3;2015-05-12 19:30:00;América - MG;Ceará - CE;1;1;2015
529;3;2015-05-20 22:00:00;Ceará - CE;América - MG;3;0;2015
530;3;2015-05-12 21:50:00;Luverdense - MT;Bahia - BA;0;0;2015
531;3;2015-05-20 22:00:00;Bahia - BA;Luverdense - MT;3;1;2015
532;3;2015-05-13 19:30:00;Asa - AL;Vitória - BA;1;1;2015
533;3;2015-05-19 19:30:00;Vitória - BA;Asa - AL;2;2;2015
534;3;2015-05-13 19:30:00;Crb - AL;Grêmio - RS;1;3;2015
535;3;2015-05-13 22:00:00;Cuiabá - MT;Vasco da Gama - RJ;1;1;2015
536;3;2015-05-20 22:00:00;Vasco da Gama - RJ;Cuiabá - MT;0;0;2015
537;4;2015-05-20 19:30:00;Figueirense - SC;Botafogo - RJ;2;2;2015
538;4;2015-07-14 21:00:00;Botafogo - RJ;Figueirense - SC;0;1;2015
539;4;2015-05-20 19:30:00;Ituano - SP;Goiás - GO;2;0;2015
540;4;2015-05-27 19:30:00;Goiás - GO;Ituano - SP;3;1;2015
541;4;2015-05-20 22:00:00;Sport - PE;Santos - SP;2;1;2015
542;4;2015-07-22 22:00:00;Santos - SP;Sport - PE;3;1;2015
543;4;2015-05-27 19:30:00;Coritiba - PR;Ponte Preta - SP;2;1;2015
544;4;2015-07-22 22:00:00;Ponte Preta - SP;Coritiba - PR;2;1;2015
545;4;2015-05-27 22:00:00;Palmeiras - SP;Asa - AL;0;0;2015
546;4;2015-07-15 22:00:00;Asa - AL;Palmeiras - SP;0;1;2015
547;4;2015-05-27 22:00:00;Flamengo - RJ;Náutico - PE;1;1;2015
548;4;2015-07-15 22:00:00;Náutico - PE;Flamengo - RJ;0;2;2015
549;4;2015-07-14 21:00:00;Grêmio - RS;Criciúma - SC;0;1;2015
550;4;2015-07-21 21:00:00;Criciúma - SC;Grêmio - RS;0;1;2015
551;4;2015-07-15 19:30:00;Ceará - CE;Tupi - MG;0;0;2015
552;4;2015-07-22 19:30:00;Tupi - MG;Ceará - CE;1;2;2015
553;4;2015-07-15 21:00:00;Vasco da Gama - RJ;América - RN;3;1;2015
554;4;2015-07-22 22:00:00;América - RN;Vasco da Gama - RJ;2;3;2015
555;4;2015-07-15 22:00:00;Paysandu - PA;Bahia - BA;3;0;2015
556;4;2015-07-22 19:30:00;Bahia - BA;Paysandu - PA;2;0;2015
557;5;2015-08-19 19:30:00;Coritiba - PR;Grêmio - RS;0;1;2015
558;5;2015-08-27 21:00:00;Grêmio - RS;Coritiba - PR;3;1;2015
559;5;2015-08-19 19:30:00;Atlético - MG;Figueirense - SC;1;1;2015
560;5;2015-08-26 19:30:00;Figueirense - SC;Atlético - MG;2;1;2015
561;5;2015-08-19 22:00:00;Palmeiras - SP;Cruzeiro - MG;2;1;2015
562;5;2015-08-26 22:00:00;Cruzeiro - MG;Palmeiras - SP;2;3;2015
563;5;2015-08-19 22:00:00;Flamengo - RJ;Vasco da Gama - RJ;0;1;2015
564;5;2015-08-26 22:00:00;Vasco da Gama - RJ;Flamengo - RJ;1;1;2015
565;5;2015-08-19 22:00:00;Santos - SP;Corinthians - SP;2;0;2015
566;5;2015-08-26 22:00:00;Corinthians - SP;Santos - SP;1;2;2015
567;5;2015-08-20 19:00:00;Internacional - RS;Ituano - SP;2;0;2015
568;5;2015-08-27 20:00:00;Ituano - SP;Internacional - RS;1;2;2015
569;5;2015-08-20 19:00:00;Fluminense - RJ;Paysandu - PA;2;1;2015
570;5;2015-08-26 19:30:00;Paysandu - PA;Fluminense - RJ;1;2;2015
571;5;2015-08-20 21:30:00;São Paulo - SP;Ceará - CE;1;2;2015
572;5;2015-08-26 19:30:00;Ceará - CE;São Paulo - SP;0;3;2015
573;6;2015-09-23 19:30:00;Figueirense - SC;Santos - SP;0;1;2015
574;6;2015-10-01 21:00:00;Santos - SP;Figueirense - SC;3;2;2015
575;6;2015-09-23 19:30:00;Internacional - RS;Palmeiras - SP;1;1;2015
576;6;2015-09-30 22:00:00;Palmeiras - SP;Internacional - RS;3;2;2015
577;6;2015-09-23 22:00:00;Fluminense - RJ;Grêmio - RS;0;0;2015
578;6;2015-09-30 22:00:00;Grêmio - RS;Fluminense - RJ;1;1;2015
579;6;2015-09-23 22:00:00;São Paulo - SP;Vasco da Gama - RJ;3;0;2015
580;6;2015-09-30 22:00:00;Vasco da Gama - RJ;São Paulo - SP;1;1;2015
581;7;2015-10-21 22:00:00;São Paulo - SP;Santos - SP;1;3;2015
582;7;2015-10-28 22:00:00;Santos - SP;São Paulo - SP;3;1;2015
583;7;2015-10-21 22:00:00;Fluminense - RJ;Palmeiras - SP;2;1;2015
584;7;2015-10-28 22:00:00;Palmeiras - SP;Fluminense - RJ;2;1;2015
585;8;2015-11-25 22:00:00;Santos - SP;Palmeiras - SP;1;0;2015
586;8;2015-12-02 22:00:00;Palmeiras - SP;Santos - SP;2;1;2015
587;1;2016-03-16 20:30:00;Goianesia - GO;ABC - RN;1;1;2016
588;1;2016-04-20 20:30:00;ABC - RN;Goianesia - GO;3;2;2016
589;1;2016-03-16 20:30:00;Parauapebas - PA;Londrina - PR;0;1;2016
590;1;2016-04-06 19:30:00;Londrina - PR;Parauapebas - PA;6;0;2016
591;1;2016-03-16 20:30:00;Linense - SP;Botafogo - PB;1;1;2016
592;1;2016-04-06 19:30:00;Botafogo - PB;Linense - SP;1;1;2016
593;1;2016-03-16 21:45:00;Rio Branco - ES;Santa Cruz - PE;0;1;2016
594;1;2016-04-06 21:45:00;Santa Cruz - PE;Rio Branco - ES;0;0;2016
595;1;2016-03-16 21:45:00;Confiança - SE;Flamengo - RJ;1;0;2016
596;1;2016-04-20 21:45:00;Flamengo - RJ;Confiança - SE;3;0;2016
597;1;2016-03-16 21:45:00;Globo - RN;Bahia - BA;0;0;2016
598;1;2016-04-06 21:45:00;Bahia - BA;Globo - RN;3;1;2016
599;1;2016-03-16 21:45:00;Imperatriz - MA;Fortaleza - CE;1;1;2016
600;1;2016-04-28 20:00:00;Fortaleza - CE;Imperatriz - MA;2;0;2016
601;1;2016-03-17 19:15:00;Vitória da Conquista - BA;Náutico - PE;0;0;2016
602;1;2016-04-07 19:30:00;Náutico - PE;Vitória da Conquista - BA;1;1;2016
603;1;2016-03-17 19:15:00;Ferroviária - SP;Salgueiro - PE;1;0;2016
604;1;2016-04-13 20:30:00;Salgueiro - PE;Ferroviária - SP;1;1;2016
605;1;2016-03-17 19:15:00;Ypiranga - RS;Atlético - GO;2;2;2016
606;1;2016-04-07 19:30:00;Atlético - GO;Ypiranga - RS;0;2;2016
607;1;2016-03-17 21:30:00;Brasil - RS;Atlético - PR;1;1;2016
608;1;2016-04-13 19:30:00;Atlético - PR;Brasil - RS;1;0;2016
609;1;2016-04-05 21:30:00;Coruripe - AL;Botafogo - RJ;0;1;2016
610;1;2016-04-28 21:30:00;Botafogo - RJ;Coruripe - AL;1;1;2016
611;1;2016-04-06 16:30:00;Princesa do Solimões - AM;Chapecoense - SC;1;2;2016
612;1;2016-04-14 21:30:00;Chapecoense - SC;Princesa do Solimões - AM;2;0;2016
613;1;2016-04-06 19:30:00;Aparecidense - GO;Sport - PE;2;0;2016
614;1;2016-04-28 19:15:00;Sport - PE;Aparecidense - GO;1;2;2016
615;1;2016-04-06 19:30:00;Resende - RJ;Ceará - CE;2;2;2016
616;1;2016-04-26 19:15:00;Ceará - CE;Resende - RJ;1;1;2016
617;1;2016-04-06 19:30:00;Internacional - SC;Sampaio Correa - MA;1;2;2016
618;1;2016-04-20 19:30:00;Sampaio Correa - MA;Internacional - SC;0;1;2016
619;1;2016-04-06 20:30:00;Estanciano - SE;Paraná - PR;1;1;2016
620;1;2016-04-21 19:15:00;Paraná - PR;Estanciano - SE;2;0;2016
621;1;2016-04-06 20:30:00;Juazeirense - BA;Cuiabá - MT;1;0;2016
622;1;2016-04-27 21:30:00;Cuiabá - MT;Juazeirense - BA;1;0;2016
623;1;2016-04-06 20:30:00;Tocantinópolis - TO;Juventude - RS;1;1;2016
624;1;2016-04-28 21:30:00;Juventude - RS;Tocantinópolis - TO;2;0;2016
625;1;2016-04-06 21:30:00;Ivinhema - MS;Crb - AL;0;2;2016
626;1;2016-04-06 21:30:00;Genus - RO;Asa - AL;2;0;2016
627;1;2016-04-28 21:30:00;Asa - AL;Genus - RO;2;1;2016
628;1;2016-04-06 21:45:00;Tombense - MG;Fluminense - RJ;0;3;2016
629;1;2016-04-07 21:30:00;Caldense - MG;Ponte Preta - SP;1;2;2016
630;1;2016-04-14 21:30:00;Ponte Preta - SP;Caldense - MG;1;1;2016
631;1;2016-04-07 21:30:00;Ríver - PI;Goiás - GO;2;1;2016
632;1;2016-04-27 19:30:00;Goiás - GO;Ríver - PI;2;1;2016
633;1;2016-04-12 21:00:00;Operario - PR;Criciúma - SC;2;1;2016
634;1;2016-04-28 19:15:00;Criciúma - SC;Operario - PR;1;1;2016
635;1;2016-04-13 19:30:00;Guarany - CE;Coritiba - PR;0;3;2016
636;1;2016-04-13 20:30:00;Parnahyba - PI;Portuguesa - SP;2;1;2016
637;1;2016-04-26 21:30:00;Portuguesa - SP;Parnahyba - PI;1;0;2016
638;1;2016-04-13 21:30:00;Nautico - RR;Vitória - BA;2;3;2016
639;1;2016-04-27 21:45:00;Vitória - BA;Nautico - RR;3;1;2016
640;1;2016-04-13 21:45:00;Remo - PA;Vasco da Gama - RJ;0;1;2016
641;1;2016-04-27 21:45:00;Vasco da Gama - RJ;Remo - PA;2;1;2016
642;1;2016-04-14 21:30:00;Lajeadense - RS;Figueirense - SC;0;2;2016
643;1;2016-04-19 19:30:00;Brasília - DF;Bragantino - SP;0;2;2016
644;1;2016-04-20 19:30:00;Red Bull Brasil - SP;América - MG;1;1;2016
645;1;2016-04-28 19:15:00;América - MG;Red Bull Brasil - SP;3;2;2016
646;1;2016-04-20 21:30:00;Galvez - AC;Rio Branco - AC;1;0;2016
647;1;2016-04-27 21:30:00;Rio Branco - AC;Galvez - AC;1;1;2016
648;1;2016-04-20 21:30:00;Comercial - MS;Joinville - SC;1;1;2016
649;1;2016-05-04 19:30:00;Joinville - SC;Comercial - MS;1;0;2016
650;1;2016-04-20 21:30:00;Dom Bosco - MT;Nacional - AM;2;0;2016
651;1;2016-04-27 21:30:00;Nacional - AM;Dom Bosco - MT;1;1;2016
652;1;2016-04-20 21:45:00;Campinense - PB;Cruzeiro - MG;0;0;2016
653;1;2016-05-05 21:30:00;Cruzeiro - MG;Campinense - PB;3;2;2016
654;1;2016-04-21 19:15:00;Operário - MT;Avaí - SC;1;0;2016
655;1;2016-04-28 19:15:00;Avaí - SC;Operário - MT;2;0;2016
656;1;2016-04-21 21:30:00;Santos - AP;Santos - SP;1;1;2016
657;1;2016-04-28 21:30:00;Santos - SP;Santos - AP;3;0;2016
